Screen Name;Is_Bot ( 1 for Bot / 0 for Human)
@moradsahlitrdw;1
@elbhadaal;1
@turki98519060;0
@SuperRrasheddd;1
@rahkaloshnjji;1
@sa7ifa_moter;0
@sallawam;1
@tahadulaimi;0
@qalamsa;0
@i9gtoNUiwPU4B2z;0
@khalidkhaddvark;1
@hassanhassanmo3;1
@mohammedmekhlef;1
@adikoraishyakdz;1
@yaseeeb01_elfal;1
@kamalmosachvs;1
@ssshhh4444;0
@abdulaziz_aljoh;0
@K78Sms;1
@shammari_mf;1
@malsaidi50;0
@thabetbatlyjfgg;1
@osamahhamad1412;1
@hamedetabiccvx;1
@fat7ii_ghalab45;1
@saieadezeib;1
@thabetgabalfcae;1
@OalfaifiYahya;1
@almotawkil;0
@zaferkhlefypoor;1
@mohammed4_osman;1
@MohammediQarni;1
@aidromeihxlzeua;1
@bekhitberghtuwl;1
@hassangeashvjve;1
@marwanmeaqlbxcv;1
@eidalqarni2;1
@layalina;0
@nora_noraa23551;1
@sport24_tv;0
@fawazaan_solima;1
@JamalAbuH;1
@aden_saher;0
@walidhalhamvddq;1
@ebadahazzamsueq;1
@raedawadymozp;1
@YousefRashed_;0
@2x24m;0
@Hmr_3en;0
@kamelmakharwsfe;1
@hussianehumea;1
@bekhitsebeagnwz;1
@Muhammad_fawzan;1
@othmanalesisbzb;1
@yazidheqelecrw;1
@thabetshaibbwth;1
@nezaladawihbrfp;1
@almalkiie343;1
@amer_atallha44;1
@m7md_bakr65;1
@ragaaabosaikagt;1
@BinNasser974;0
@zowibanobaiofgc;1
@farahsederiwqos;1
@abdellatef_elst;1
@abdelwahedddddl;1
@ayedarwani;1
@omaralmoryqhugk;1
@abdelrazzakwjrx;1
@Dryasser_clinic;1
@hoda_hanash45;1
@sa32eed;1
@almukhtari2015;0
@3ayedElqar7of;1
@ali_s6699;1
@mmahmoudalqovi;1
@mahmodeselyhezj;1
@mar7_elhdaden45;1
@ebadahbazfftlyk;1
@om_alsultan82;0
@AK_TOYS_;1
@alhamaee45634;1
@damenfetenixgwb;1
@asibanirtoppvhb;1
@elwyaborakaawwp;1
@almhgierymorsh1;1
@abdelwahabmpush;1
@faridrafdahagox;1
@aminabdelkaotrk;1
@Ur_portfolio;0
@om_loai1311;0
@Abdul00_;0
@elhasuo_ee;1
@turkialhussein2;1
@albishi;0
@MhmddGhallyyy;1
@salwem_naser56;1
@kenankaroubdjbd;1
@mahiobkattaxahy;1
@ellakamane_sali;1
@haithamassaahzy;1
@spagov;0
@shaheen604;0
@drrashsaad;0
@jofc_bh;0
@hamidghawikcfcp;1
@reyadgarahjehw;1
@romehmakharmhph;1
@go67854851;0
@aboubaidahatyis;1
@zowibanshaqtzee;1
@selimsafespaa;1
@Ebtesamss;1
@khalidbinhamad;0
@jibrilkhawaji;1
@abedalmohaseen3;1
@nora_elzahrani4;1
@amgadsoudiyrqrx;1
@salehseheminlar;1
@mozkerbenouiokc;1
@RaedAAlBaghli;1
@9_mas;1
@fehedrashedpiqz;1
@mekhlefzahrfyao;1
@tawfikshemaltux;1
@SamirMunirADEN;0
@AreejHamadah;1
@radwanaslampabn;1
@salh82281;1
@273Moody;0
@nLKwcDprCc3rB4n;0
@ArabMubasher;0
@samiresawinrnkq;1
@Mokafha_SA;0
@nezalbnhansyuhi;1
@ghanemshattaamk;1
@hassanalmorucik;1
@MohammdMeshref;1
@alinajdiah;1
@noamanheqellfwe;1
@abedalla_da55ee;1
@fale7_elqady;1
@edrisshalhohush;1
@mekrenshamaosgg;1
@eldahmsh;1
@talhanedianfdvs;1
@anastarik5;1
@bandrr_ahmed08;1
@shoaibbeniafpzf;1
@khalafmeqadtwov;1
@SaudiNewspapers;1
@MabetAlhijaz;0
@KJyade;1
@elbatelee33;1
@oloumaldar;1
@abdullah253q8;0
@m7md_elqahtani3;1
@Mnmn52114684;1
@samialdawsari;0
@metaebogaimhyxf;1
@al7arabiie3;1
@badeashaikhhxtz;1
@saeedbinrikan20;1
@mariam_sa3ed66;1
@engomaralanzi;0
@mohahmed217;0
@faisalbenhavkra;1
@Pe_a_r_l;1
@hadban2005;0
@arwa_elmosaa55;1
@salehmoflehloro;1
@kamaltamimyrbvs;1
@ElmshriPc;0
@naseragamigcgn;1
@metaebmeuiea;1
@GolobnaWatan;1
@amgadghamedezfc;1
@HNITraining;0
@ebrahiiim_fahed;1
@abdullahgarklfk;1
@easabakarmufirn;1
@bnyahyaa_elzahr;1
@mattaralharbi14;1
@kenanmeabadnsnd;1
@akramzebaliyade;1
@azabsaramioctsc;1
@farahabdalyracv;1
@oCordell2o;1
@sae2030;1
@MoazLamoure;1
@latifhaider2020;0
@omarhazaziaopdb;1
@AliiFdgd3435dfg;1
@ghassanredeafrx;1
@elzweeb;1
@mekhelasemizjjv;1
@saeedahmed12345;0
@amersalehbuko;1
@mohamedghanntcj;1
@hashemquhtatthk;1
@moagebgahfavnju;1
@faisalalkasbghv;1
@salemzoheryltwb;1
@selimyahrihmmzx;1
@fadikhayyatpquk;1
@gobranhayelfupk;1
@ghanemgaberoflo;1
@OALSHAHEEN;1
@asemzayyathkhmw;1
@basemghawiqedbi;1
@eyadabdelwanxug;1
@ahmed_bnaali;1
@ferehowaisasfs;1
@hamedrefayrdcmx;1
@faraghashemozbl;1
@gazizeyabdisl;1
@arwaabdelglel45;1
@nayefsoltanyaje;1
@saaedelsabae33e;1
@waewl;0
@hamadasalehmbry;1
@A7medElsa3d;1
@ghamdeyabdullah;1
@ramiwafirtnz;1
@BsherrAhmedds;1
@anturowaiswzucn;1
@HusamAssali;0
@zowibanboadsrgs;1
@DrAhmadGomaa;1
@mnsour_elsharem;1
@rahkamodipzgb;1
@ghassanhamoithy;1
@shoaibaalifups;1
@wahidsaeghijfgf;1
@azah19291;1
@K_M_Almoawdah;1
@saoodalbdery10;1
@naif_10000n;1
@ramihashemiipvy;1
@Riffa_Events;0
@131_303;1
@alykadimivgww;1
@Alzahraniclinic;0
@basemaboraenxuk;1
@AliOtaif27;0
@hawy_69;0
@BA505;0
@uisaimi;1
@ayyadeserypsmqa;1
@alihamadaliham2;1
@thamermezrecwgs;1
@3omeran;1
@2nKUPvAxOEYZFyF;1
@HussennnFfred;1
@adnansafehpkarp;1
@nawafsbird;0
@fawwazabosavxfu;1
@alfawzanmedical;0
@mobarka_elsbe3i;1
@mssrrmm1;1
@abdelelahsouumx;1
@MhmddAddeann;1
@salmankatbinrat;1
@mahammedabdboth;1
@alkhazrajii;0
@W_NOORHA;1
@abboudabdlkrlow;1
@HHafez9998;0
@AnimalTranspor2;1
@khlqqq;1
@Dasa3ddMmageddf;1
@warrd33o;0
@mohamedfayeqyml;1
@amnfkri;0
@otuieabi;1
@wewww5432014;1
@hklsr040;1
@SanaaWald;1
@ali_alaliwat;0
@MyClinicjo;1
@saudabdulrahma7;1
@meshalbensaad;1
@AliKamelShobaky;0
@emadalghadeer3;0
@faten_elseff55;1
@AbdulrahmanPoet;1
@flynthesky22;1
@abdelkader874;1
@raalnahdi;1
@meshaelshaboivd;1
@hammodmaraysfps;1
@temaelghani355;1
@bekhitaaruggrrs;1
@mansouraliei;1
@maherkhayyaefyo;1
@al55amadeii_fay;1
@adnanabdelkurji;1
@gobrankhatewvel;1
@ahmadfarraj522;0
@elrashady7454;1
@naserbaridinhif;1
@ajmurgent;0
@SaNewsroom;0
@fadlgredmapyzsp;1
@abdullah_elqah1;1
@yaslamsawwashxh;1
@abrahiiem45_mal;1
@abdelrhmanalmjc;1
@elawibatrafoqkp;1
@vN2jI8sUGVwRMki;1
@hammodkhaldyigi;1
@mahiobberghhydy;1
@Aminalamro36;1
@mohammedalwah18;1
@sarheed_jewels;0
@fehedabdelwfxxb;1
@fateembngameel4;1
@abdullahbenugrh;1
@eyaedelsaydy;1
@abomarzoognews;0
@feaeaz;1
@moazmoflehlhoy;1
@ebraheeem20141;1
@HazemAlmgrhy;1
@baselmosauxpw;1
@lp_ii1;0
@hamzahwaselgvkl;1
@rajjeh70;0
@nora_elbrak34;1
@da7emm7md9773;1
@adammemarymkntm;1
@gamalbassasjluo;1
@ebaderobaeygzms;1
@M_q400;0
@sakrowaisqtsffg;1
@talhanbenhafrjt;1
@saifkashomfopwi;1
@mndoob_twseel;1
@badeabakarujnk;1
@salimealerdadi;1
@m_ghwidi;1
@al3awfii4123;1
@mansor_abada344;1
@alia_el3semi345;1
@ahmedshohaiigxf;1
@moharramsedhzpd;1
@ay0uby;0
@nsaiya;0
@saelshamranbvem;1
@Bazzar_Design;0
@wataniyaSA;0
@masharyheqepujh;1
@hossammoatsem;0
@wagulf;0
@dema_elrshedi44;1
@AR_AlRashidi;0
@al3dan_news;0
@omarbatrafygpdg;1
@mahiobsororqexf;1
@abdelkadernzcbb;1
@ahjum3a;1
@naderbehegybfbe;1
@abdelelahzawfbs;1
@Q8Hashtagat;0
@FElMahmoud;1
@nah212;0
@ahmedkaririlzds;1
@haidermekhlldlf;1
@zeinab_saad1;1
@yasinbaridiukgp;1
@NLUGF2012;0
@alholom;1
@tarekmohgemazxe;1
@Saef8Dosarey;1
@mohamedahmedro1;1
@Mahammed_Libya;1
@mekhelnaemirccv;1
@hosamzamilbubw;1
@asyareadraees47;1
@shrimpshacksa;0
@mostafaezeqhnua;1
@BaheyHassan;0
@Vision_1v;1
@sakrsodaisywutr;1
@magedkatbitbzmt;1
@hassoni416;0
@Alsa3edddHhmdd;1
@AlrshaNajran;1
@mohammedbelwxzn;1
@Mukalla_now;1
@omaralrebhgqzmu;1
@albawayet5_sale;1
@SaadAlsadi;0
@ayidshamlanuhsb;1
@3abdo3odah;1
@Saudi_special1;1
@khalifamrinkre;1
@bndaraa3344;1
@halilmohalebmym;1
@Q8Al7ewar;0
@radishariftnmnr;1
@saif_aldareei;0
@im2j2j;1
@a_r565;1
@mozkerbarhoenyz;1
@fairoz252525;0
@I67JfTRE0Fi4spt;0
@novamova3;0
@tarekhadidialag;1
@hashemmarmyospz;1
@Abdul_Razak1403;0
@alzaem2222al;0
@NaderQablaan;1
@yyasserfahid;1
@AhmedBakhamis;1
@salehghaltykrym;1
@rayankhaledgiis;1
@hassanzaakkbocs;1
@abdallahshalbwa;1
@zaidshetrypcdl;1
@galalhendivfule;1
@amreshetefimjhk;1
@morshed_lafyan4;1
@zamelatragyhwjj;1
@turkiabdelgmpou;1
@elewirowaisqblb;1
@hamidanabormcuu;1
@faeiaezehura;1
@Twasul_Lite;1
@hcfhilal;0
@eldamegh;1
@c55z;1
@zakareyaalapcgd;1
@bojasim502;1
@al3aanziie844;1
@AlgdeyHamdi;1
@khedrbakarjjgh;1
@WyVbm2HvXsmStlv;1
@mvm5151;1
@powerpointdesi7;0
@ALIALJABIR1;0
@AGulfNews;0
@hamedbekhethdrj;1
@HadyElshaddy;1
@faisalghobeekqh;1
@zaheralkawscglw;1
@AHMDDP;1
@bnamarade_moha1;1
@a_albeshri;1
@alshaiki1;0
@ahmadsehemigrqz;1
@moday9999;0
@alain_4u;0
@mozkerbaridzkvy;1
@alabdaliie78;1
@georgiantravel1;0
@nawwafmanierfrk;1
@QO93sOgxiPAGkAO;0
@fouadshafaynasp;1
@humaid6122;0
@rayanshayeadzsh;1
@asya_yahia55;1
@MonitorMM;1
@Faxal10;1
@teacher_rights;0
@ifrros;0
@hamedtemehiahxb;1
@abdellatef_elrg;1
@elfr7aan;1
@warhananzibxrun;1
@okailtayyarthra;1
@ghazzawig;1
@raadarganinyka;1
@radwankhattenqi;1
@Elsa3edHani;1
@iuanzi;1
@m_abdelrazek410;1
@hassan_salem888;1
@abedalla_marzok;1
@sefeddeinmevebo;1
@norfayezwqhmfhn;1
@hamadawafistrxa;1
@mobarakghanhexc;1
@sohaibgarehkvsw;1
@asimetewirpcmed;1
@abdelwahedbbaat;1
@ma3al_alwaafiee;1
@mekhlefabdlzafx;1
@razeqelzahrany;1
@majitan57;1
@helmianbarinocf;1
@ksa203092618237;0
@hosammosedxsiio;1
@RamessesRest;0
@selimabdelatuia;1
@mo7amedAlShatti;1
@betalbazffehmmw;1
@Mohsin7amam;1
@cyytotecc_200;0
@ZzezoooHaneee;1
@gasemzamilcuzk;1
@ibrihemalsalmi;1
@MTurki1438;0
@raham_ibrahem45;1
@S_M907;1
@GhazeeAbdalah;1
@yaslamtayyazbml;1
@fadldahhasqxyv;1
@abdelrhmanrrpby;1
@3DriversKsa;0
@salemgaserqwxx;1
@meta33eb_dham;1
@abdelazizhaxmtp;1
@bnsa3aad02_saad;1
@abbassefeddgshf;1
@3ali_el3esa;1
@Faisal36345661;1
@materoiasiri;1
@elawimakkicocb;1
@SShelton321;1
@ss2ss6;0
@egyptian_gulf;0
@bentmamasarah;1
@selimmowalexvbr;1
@hamdanbaqernivq;1
@iscx1;0
@Adel_Mohsen;1
@taherbenhadtubw;1
@nageeb17;1
@adham_khanjar;0
@mwerwary;0
@hassanhhtuieean;0
@easaaffardhfy;1
@mashealsuieau;1
@shoaibkaabihcwd;1
@mahammedanzdiyi;1
@oopp97;0
@mosl7elremy1;1
@awatef_el2orani;1
@ip77ip;0
@mossffer77;1
@asisawwanfibo;1
@ip_305;1
@HamedMastuor;1
@AMG0_0;1
@ali_alshobaily;0
@SalemElm7mdy;1
@RChantaf;1
@abcMAZxyz;1
@maldhabyani;1
@estetik_royal;0
@salehmohgemluys;1
@Shammmari77;1
@IuvnmnERBcolSVK;0
@sara_smelii45;1
@Fahadalmarzouq2;0
@llleeni;0
@farhanmohaljmhl;1
@hassansharafwvw;1
@mixsat_channel;1
@inf4health;0
@lila_elzahrani8;1
@NasserAmarin;0
@mansourobaihawk;1
@Altamim34039099;0
@mozherbazffjgaj;1
@sahermoflehjrar;1
@saeghmalkicxtlx;1
@Enable_ms;0
@taherkhlefywxlw;1
@ghanemzalzawenr;1
@saidbehalf;1
@starsblast7;1
@s120ar;1
@Alkhabar_Agency;0
@metrefsharamkhq;1
@Almadinanews;0
@nasserohammed;1
@malekshoeylkjq;1
@saeghzeferyqbhh;1
@mohammedalkhu10;1
@vip20_5;0
@OibrahimThamer;1
@M_Alkhumiri;0
@alsa3ade22;1
@zakareyabenfvia;1
@saudalomary;0
@mahiobshahrnkve;1
@abdallhael3bdel;1
@Nvj1r;1
@abdallhahamed93;1
@Shae3Sare3;1
@fVK0dpLMXezT7W5;0
@saherbederolwtk;1
@anti_al_sauud;0
@taherdabbahhkwf;1
@sefeddeinmatcku;1
@alshabat555;1
@zowibansahisebj;1
@bnagraaeffhdd;1
@aliaborayanhowp;1
@aymanhaiba;1
@ElfttayM7med;1
@HaniAlnajem;0
@Metar_Oman;1
@moaazbensousqus;1
@GhamdanAlyosifi;1
@hosamshoraiyupw;1
@shaherharbyavmj;1
@aldawsare445;1
@dressamatef;0
@alzobiier_alzob;1
@abdelrhmanzpmqd;1
@mmeshalalharbi2;1
@fayyadarkanynxd;1
@ebadealyahixacv;1
@MhmdddYousefgff;1
@OKAZ_ECONOMY;1
@mohammedbelptyr;1
@AlswagSaeed;1
@Abomaram18;0
@tawfikbentaowgp;1
@alihashimS;1
@taherenadazmwan;1
@AliBakr82;0
@alriyad_news;0
@ghassanmohgheeg;1
@nemrromeiheviv;1
@ansamgard;0
@adill_ksa;1
@coolhamdan1;1
@khaled1_su;0
@faisalalanzi201;1
@nagiammarnfedxh;1
@elshamaree;1
@ALTENAIJ;1
@sultannaljoufi;0
@Sa3edElmarhon;1
@al3agamiie01_ra;1
@faridgabrmwbb;1
@naserkahtanriho;1
@66laila66;0
@Abuadmah;1
@khsalamy1;0
@abdelkaderksedo;1
@hadimeaqlitxcns;1
@VipYanbu;0
@mahersareaiihwr;1
@Omaniiandproud;0
@husseinautrofi;1
@m41_hawsawai;1
@shadigoghimkiyz;1
@alawhliy;1
@naserfetianqnqf;1
@shehba_tourism;0
@saeedhamdi4;1
@7Ggm3aa;1
@norzeyabyraf;1
@ramzymeakalfrrp;1
@A_Luxury;0
@radibnhadiaxygn;1
@easasadamynepje;1
@Yasir_Alnazih;1
@800f0407275b4fe;0
@aminzahrawiqmjg;1
@zahernowaisjzmm;1
@falehshattyzfty;1
@galalnaqashvskz;1
@barakathalheaou;1
@kamalshadigric;1
@actksa;0
@mahmodhagouhiyg;1
@salem_alsubeai;0
@samy_elyosef;1
@IhamraniSaad;1
@hammadali2015;1
@osamahgoghiukcb;1
@pls__32;0
@alamalalmansho;0
@easaathathivlfw;1
@Sahoora_Eskeaf;0
@mansoursaleriwg;1
@khaliidddsalman;1
@Ela7mryM7med;1
@3ebeadSya7;1
@alshabaka_est;1
@garalah_els3edy;1
@hosamzarbatnuyj;1
@gabermezreaggxy;1
@shaddadmanivadz;1
@LolReemas;1
@zaferwarthaoblv;1
@3abdoFaisal;1
@abdelazizshibvz;1
@sherifkahtivffj;1
@khalifabdalzvsh;1
@7aresFahd;1
@m7md_elqahtani1;1
@political1932;1
@nasserqahtani9;1
@ayyadbarhombaey;1
@haemaedehleia;1
@aymanmertaaagho;1
@haithamabogjgde;1
@Ahmed9873Hamam;1
@FayezNetwork;1
@salehfedey;1
@molkabsowaikals;1
@alabeddi;1
@DDatumharbi;1
@aq_84;1
@DhimiShaya;1
@zakareyabehybim;1
@soltannn2014;1
@AIwQofAfiecuFPg;0
@fayyadhendifklm;1
@hassana17836924;1
@elewimalkijjmvx;1
@mohamed783amer;1
@A7mad_zza;1
@7ssry;1
@mofed35;0
@bnmohade3;1
@khamisshemahymr;1
@muqrinrahman;1
@Ali2007Hussin;1
@AlKHWAITER;0
@mohibbahriucajp;1
@abdelrhmanmqyrb;1
@abodheeb;0
@wahidbakariwydj;1
@abbasnassermmqv;1
@redaoraishywxtd;1
@khalafbengouibl;1
@arar1453;0
@AamerrNserrr;1
@abdelelahmoiopi;1
@moagebatodimvne;1
@alibrah57681364;1
@atheerali772;0
@ghadasuleman45;1
@Fr7uTG6n4TNj1e7;0
@Raqeb;1
@salrajhi;1
@mofregesawidhtk;1
@_RanaK_;0
@mahammedaletweg;1
@rashedharthihsj;1
@eliasmoshelmtvv;1
@MmkkeeeHasann;1
@ahmedelzabyanie;1
@mahdiassafrkik;1
@abo_kalhd;0
@yehiabaqamygzsk;1
@Sadik59997885;0
@m7md_fadel34;1
@khaledhendixemb;1
@MhmdddTahaaa;1
@SAEEDALBAIDAN_;1
@Len4Bunner3;1
@ramzybenatevybl;1
@QatarALwakrh;1
@baseem_gabiiier;1
@maqsed1;1
@zahirinani;1
@yamohsenabdulaz;1
@khalidr77914230;1
@ZaherAtiq;1
@xfalhafajfzbbh2;0
@AburubAya;0
@badeaalmageyqxp;1
@SAADMSAAD4;1
@ktlefahhh_ahmed;1
@Amro_Saeed;0
@solayman_alraba;1
@mahamedkattnkvq;1
@rudaw_arabic;0
@mqawlaal;0
@samirawadysjrw;1
@nayefkabdyekrxu;1
@khalilherefvddr;1
@ragaakhaledwuvz;1
@aliahme02240905;1
@AJ_sagt_;0
@ghanemabdelaera;1
@hassantayyamrrb;1
@3ayasaa454_aham;1
@gaberaboresgnvt;1
@hashsheem25_ray;1
@SaudiJC;0
@adelrafdahprldg;1
@tmmarcov;1
@happymabkhoot;1
@barakatalesbnfq;1
@mazenrohaifnyhm;1
@ahmed_eldawood2;1
@khaledaglanesmm;1
@albiladdaily;0
@alkooo6;1
@riyadh771;0
@mehiaalshekcyoq;1
@omairhozaifmxkw;1
@alihadialihadi4;1
@yahassanalhamo1;1
@molkabagamiuygn;1
@alianaboabdqxgs;1
@elm7esny;1
@DarweshTareq;1
@aanoood501;0
@bnsolaymaan_har;1
@ertbon1;0
@almushary67_moh;1
@H_bin_M;0
@sallammatarnuwv;1
@owaid_thiab;0
@mohsenagmanfnxx;1
@okailararhlgtxk;1
@moslehhadidzmse;1
@shadiabudalha41;1
@nemrhakirogbyvk;1
@aljazeerasnap;0
@fawwazhamdiqtlk;1
@husseinmoham1;1
@mrmr14181;0
@hmoudey;1
@mahammedghaysrg;1
@3jjeL;1
@ragaasoharyrqkw;1
@omartawaborws;1
@HusseiniAb;1
@lamiapg;1
@Elmotery7essin;1
@mastawral7arase;1
@kroom_asheq;1
@roaa140355;0
@ragehmeharedhxf;1
@barakatgarazond;1
@zakariaalabdan1;1
@mahiobshrortkak;1
@Qat_mtc;1
@moagebhazalkepp;1
@yehiabenmoajhee;1
@gazikabdyjljacx;1
@ahmed_ramzi9;1
@alialghamdial12;1
@Volunteeri2016;0
@soudsederiqguxk;1
@el7zaify;1
@salehkholi2015;1
@_imaq;1
@tawfikawadyccrf;1
@boabtalyemen;1
@ekabhagouryggrx;1
@anwarshararfzrr;1
@KhalifaM2;1
@ayyobabdelabahc;1
@Alenezi73;0
@5ishanHazeem;1
@yosefsowaiddcue;1
@saadtarjm;1
@aminhadidvzfb;1
@Flower_Aden;0
@kabayeel47_mash;1
@sohaibrowaibhvy;1
@nemrbaharihshwf;1
@alitamifsfdrjod;1
@faifaonline;1
@mekrenalmorpogx;1
@abdelwahabmdtiw;1
@abdlerahmanjsbk;1
@falehabdelbzqnx;1
@khalid_aldahar;1
@soudnayefsutzts;1
@Omar56444;1
@Obaid_82;0
@basemargawiuvgc;1
@elfadeghy;1
@saeedabdullah77;1
@marwansaeghesic;1
@abobakrbentweri;1
@sallomlameaupld;1
@beshirmeadprdnd;1
@Ta1122Ta;0
@ibrahimsoudzpcy;1
@m7md_el3aqel98;1
@VLAgslASr1yI6A4;1
@yawas67755;1
@M7l7M;0
@veysele4747;0
@RuilanGhazi;1
@gawadfetenilbkl;1
@nezaltemehicijq;1
@taisirsawwaokmy;1
@rahkbaharihqhn;1
@romehaltemiuqjd;1
@El3arabyKhaled;1
@mehannamorbsshg;1
@ByD4Y1;0
@salehbelelamuky;1
@abdelrhmanfbbkz;1
@anlitravel;0
@mostafadabixdbr;1
@gamela_elrge3ii;1
@mohsrashed2014;1
@nora_elqahtani4;1
@mahammeddakrjtw;1
@abotlalljo;0
@redaabasygyjt;1
@AliRamadhanCom;0
@m7mdgom3a65;1
@AssKK58;1
@RiyadhVila;0
@nageanasser;1
@binsunkr;0
@almarsah560;1
@mohibazzazowwk;1
@alda7yaan033;1
@abduali80223655;1
@amer_aljuady;0
@rashedshokyjyod;1
@abwhwraaltmymy;1
@alioldosari;1
@naeieafeweiae;1
@MohamedDemashki;1
@mohammedalhadi5;1
@yafahidalharbi;1
@hemdaenewea;1
@karimreda;1
@ramzyhazazivaik;1
@abbasshoebnefuz;1
@awwadh501;1
@ragehzeyabfecgt;1
@bellevuedamam;0
@i_alsanea_;1
@7esinElmawash;1
@ffaragdakheel20;1
@ramiowaisropj;1
@namirbafaraj;1
@alshaeri32;0
@abdallha_elshar;1
@WpzpCyHZkYxSTvE;0
@lgea1;1
@gbrann_amer;1
@i_jin52;1
@system__noor;0
@walidkhaledlxmd;1
@hamadawohaishzq;1
@khalafghameugna;1
@badranshebecfam;1
@esmaelshamrnbya;1
@metaebowaissbdq;1
@rahkhelebytxjzb;1
@mohejhetiea;1
@talalbjoa;1
@kamalbelloskgfc;1
@Maalomanew5;1
@DonerGyrosKsa;0
@hasinmadkhauwqz;1
@waniszahedehbkm;1
@abbasaldhaleai;0
@osamahkhamsqhpf;1
@TAXI4ksa;0
@MansourMuzil;1
@abdelgawwadrmxo;1
@ca_mm7;0
@alwaleed56;1
@waelalahmar;0
@MohAlwajih;1
@shoaibshaibiqay;1
@ferehzeyabircsf;1
@abdelkarimecbes;1
@abdelbariwarjmj;1
@yassen_slem465;1
@elrashedeeabrah;1
@khalafaarugpwit;1
@khamisgobraugar;1
@abdelazizralpze;1
@khamisalshozhep;1
@ahmednaqashgscp;1
@k1234513;1
@omarslemixqmc;1
@EmadAlahwaz;1
@nagitahrycslx;1
@kolebsalehkboju;1
@eman_alsadoun;1
@awadalkawsgvyq;1
@saidgesrynphymk;1
@Abusohaip2020;1
@ahmadmotawebabn;1
@bndakeel_mohame;1
@shaykhrouhani;0
@Vigilance_bh;0
@FabyLandFEC;0
@headrh;0
@abdenourrahali;0
@Sara_ALSwailem;0
@X691a44HbEi6eY1;0
@askhomecentre;1
@faisalhadidgejq;1
@anbae_ksa;0
@khalafalmatrafi;0
@makbolbenragkgd;1
@yashayasultan;1
@AlyaAwada;0
@nwaf_ahemed45;1
@a1m1h;1
@Anzi965Hazza;1
@afifmamilli;0
@khedrshokyuszeb;1
@al5anfawerr4;1
@abulrahmanbdaah;1
@abdelkarimsxevu;1
@hamidatifizpult;1
@zayedsahianpjgs;1
@eegghh1;0
@reyadbakaribpag;1
@matarbaalolsrhd;1
@ramzyyahrihyfc;1
@ahmedsultan111;0
@mohmedesurie;1
@rejeaherheia;1
@wanishayelzfhex;1
@PUoBcoCutamfUva;1
@omarhemalydnllq;1
@awwadassafeszwr;1
@NnaserrrKkmalll;1
@y_kllv1;0
@moabersodaiktgv;1
@azdic22;1
@mashealesulei;1
@selimthebetnrpi;1
@Farahmeshx771;0
@wasimoraishomjq;1
@yazidbeatyahuh;1
@farrasagmandxmv;1
@IPT_SA_Jeddah;1
@fadianzifnhswtd;1
@dbdhh139;1
@redaasemihqpcuq;1
@AyedOrajah;1
@k_alhussain;0
@mansousaleh;1
@MarzokElmekky;1
@samia_m3mss56;1
@mohsenmaghzaou2;1
@faisaltahryspzp;1
@GabrM7med;1
@khlod_elhwemal3;1
@bffggg19;0
@AlNasser_FHD;1
@bnazeez_selmee;1
@samigherebiirza;1
@algodan88;1
@faridmosheltqdt;1
@aboubaidahloudi;1
@saif_fuq;1
@khodairagmauhos;1
@aliahmedaliah17;1
@naserdebetyyrtf;1
@nasserayez;1
@eidalmutairi4;1
@abedalra_566;1
@Moqaoim;1
@alhotaem;1
@hasrdaily;0
@SButch720;1
@khalideselyyinb;1
@muhamed_35;0
@seaf_87;1
@zekrymesferioyj;1
@ahmedbehegyhhfj;1
@aljazzy1233;1
@ebrahim_atif_9;0
@maherselmybtekn;1
@zamelkailanglll;1
@ZainOmar_1;1
@yemenlimit;1
@E___ll4;1
@Sh_1AS;1
@naharymoshendfn;1
@kenanbaniahemcl;1
@saidharthy1;1
@abrajyanbu;1
@selimbaharizhum;1
@hamadmelhemfspt;1
@shaherbasehlvci;1
@zaidsororywjy;1
@khAlsaedi;0
@zaherathathxmdl;1
@Dr_Alghfeli;0
@soltanbadkhdjxe;1
@bossina;0
@ghanemdayhisjkr;1
@anwarah72081607;1
@nageeala7madee;1
@wardanrashipovx;1
@fahdmjuliead;1
@GgmalAhhmedd;1
@Alfata_haidar;1
@salamsalamsala4;1
@lawyeralafandi;0
@akramshamriccon;1
@hassanmosedkxoc;1
@aidroos210;1
@anwarattasbszdb;1
@nezalbadwiaqbhy;1
@mageed505_hamza;1
@DrZainabAli1;0
@khedrhamidyujvd;1
@zakareyahampcxl;1
@YOU6EAJPZF8XH4R;0
@mozherabdellknx;1
@Farwaniya_News;1
@aweadahsuei;1
@hosammokaidqurd;1
@alzoabims;1
@masharybenmyfbc;1
@7mdaanKhlifa;1
@sultanamer5;1
@hadialihadiali1;1
@alieselyiinqkpp;1
@yosefgabourssfx;1
@restsaoufi1;1
@AlifAlifFM;1
@mahiobalsehvupf;1
@maktabah12;1
@M7medMana3;1
@asma2_aqell455;1
@ElharbiAhmedd;1
@mnaw7;0
@abobakrhamivhfg;1
@shaherkalbacsoo;1
@TalalEAlharasi;1
@H3jou;1
@kolina00056100;0
@alekhbariyatv;0
@hanymowaledvrtu;1
@yosefkabirqxuqi;1
@ahmadsharwazqpp;1
@Obeid_RA;1
@instaxksa;0
@bayansahlirnskh;1
@esamkabli;0
@mohammedmetrop1;1
@ali211112;1
@abdellatifznxgb;1
@tameralaminmdsf;1
@turkyepost;1
@suleman_elgashi;1
@kenanmebtiycxv;1
@betalmateridvab;1
@elahmadee_kar;1
@mohammedhotlblp;1
@A_tube0;0
